Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-01-02 00:00:00-05:00,38.1680782540383,38.312203161843115,37.277886058584954,37.58309555053711,15070200,0.0,0.0
2015-01-05 00:00:00-05:00,37.54060857484767,37.617118097303575,37.04754973015797,37.05604934692383,18369400,0.12,0.0
2015-01-06 00:00:00-05:00,37.45559772632544,37.55760933731439,36.545986358021636,36.673500061035156,19229500,0.0,0.0
2015-01-07 00:00:00-05:00,36.83499907592834,36.99651762989796,36.562962877465274,36.68198013305664,13502200,0.0,0.0
2015-01-08 00:00:00-05:00,37.09003905761812,37.353569226642364,36.87751305401046,36.90301513671875,17516900,0.0,0.0
2015-01-09 00:00:00-05:00,37.38756680104523,37.489578354673995,36.775490993495026,36.88600540161133,15957500,0.0,0.0
2015-01-12 00:00:00-05:00,36.77549754072719,37.209052395891696,36.43545788713028,36.784000396728516,16055700,0.0,0.0
2015-01-13 00:00:00-05:00,37.12404749794899,37.362078870397724,36.18893420934844,36.494972229003906,12878200,0.0,0.0
2015-01-14 00:00:00-05:00,36.09542336048267,36.69899656095802,36.09542336048267,36.60548782348633,12707400,0.0,0.0
2015-01-15 00:00:00-05:00,36.96253176083993,37.09854830876917,36.18893703645048,36.23994445800781,13431000,0.0,0.0
2015-01-16 00:00:00-05:00,36.12092611618765,37.081541453675165,35.91689969695469,36.98802947998047,17786700,0.0,0.0
2015-01-20 00:00:00-05:00,37.030536916018626,37.43008365028949,36.75000099769983,37.31957244873047,16308400,0.0,0.0
2015-01-21 00:00:00-05:00,37.14104176145429,37.34506814376012,36.73299223973195,36.97102355957031,15876600,0.0,0.0
2015-01-22 00:00:00-05:00,37.36208102429412,38.53522575297434,36.70750038738162,37.44709014892578,17969100,0.0,0.0
2015-01-23 00:00:00-05:00,37.38757238857193,37.86363178146734,37.33656498269014,37.56609344482422,14150300,0.0,0.0
2015-01-26 00:00:00-05:00,37.54909770913145,37.583102652483404,37.013534444342646,37.31957244873047,12059500,0.0,0.0
2015-01-27 00:00:00-05:00,36.56299537985707,37.29408581394379,36.19745340570523,36.89453887939453,14984100,0.0,0.0
2015-01-28 00:00:00-05:00,37.353569352678456,37.38757429166389,36.27393686156197,36.29093933105469,15132500,0.0,0.0
2015-01-29 00:00:00-05:00,36.401461819843995,36.571483309520936,35.976409717096736,36.43546676635742,12805100,0.0,0.0
2015-01-30 00:00:00-05:00,35.78088421245619,36.14642926056828,35.55135570018419,35.610862731933594,22590000,0.0,0.0
2015-02-02 00:00:00-05:00,35.88288648185126,36.30793845129149,35.33032086731245,36.28243637084961,16889500,0.0,0.0
2015-02-03 00:00:00-05:00,36.503465739973066,36.673487193895234,36.16342607501824,36.588478088378906,12657100,0.0,0.0
2015-02-04 00:00:00-05:00,36.528976504598084,36.69049512628279,35.97640750780356,36.06141662597656,12912000,0.0,0.0
2015-02-05 00:00:00-05:00,36.12942593490355,36.75850442511227,36.12942593490355,36.690494537353516,9630300,0.0,0.0
2015-02-06 00:00:00-05:00,36.7754883494651,36.95401260909118,36.452451245717796,36.53746032714844,9522100,0.0,0.0
2015-02-09 00:00:00-05:00,36.23995798475623,37.09006253734236,36.23995798475623,36.89453887939453,12705700,0.0,0.0
2015-02-10 00:00:00-05:00,37.22605855200715,37.45558704343533,37.030535002173465,37.396080017089844,12714800,0.0,0.0
2015-02-11 00:00:00-05:00,37.370572907826606,37.404577847799914,36.630983299299636,36.860511779785156,12836900,0.0,0.0
2015-02-12 00:00:00-05:00,36.96253070641617,37.45559270540058,36.90302367107532,37.311073303222656,12519700,0.0,0.0
2015-02-13 00:00:00-05:00,37.23457066819836,37.60011580585369,37.23457066819836,37.34508514404297,10155700,0.0,0.0
2015-02-17 00:00:00-05:00,37.12404293962886,37.319569728204115,37.013531746125885,37.26856231689453,10118600,0.0,0.0
2015-02-18 00:00:00-05:00,37.158042047523715,37.49808491709591,37.10703788711029,37.48958206176758,8661100,0.0,0.0
2015-02-19 00:00:00-05:00,37.51508748978773,37.71911061779036,37.40457307043431,37.498085021972656,8465700,0.0,0.0
2015-02-20 00:00:00-05:00,37.45558782159527,37.48108990687609,36.945523415750344,37.20905685424805,14731200,0.0,0.0
2015-02-23 00:00:00-05:00,36.9455229505531,37.30256835443781,36.809506425951724,37.21755599975586,10995500,0.0,0.0
2015-02-24 00:00:00-05:00,37.22606084117002,37.370576987498794,36.87751827561776,37.30257034301758,10522500,0.0,0.0
2015-02-25 00:00:00-05:00,37.26006117682526,37.4810867976669,36.87751371489789,37.175048828125,11785400,0.0,0.0
2015-02-26 00:00:00-05:00,37.23456379451439,37.532102214108846,37.15805428580613,37.311073303222656,8519300,0.0,0.0
2015-02-27 00:00:00-05:00,37.2090480354297,37.498083490704694,37.13253855483076,37.25155258178711,9549500,0.0,0.0
2015-03-02 00:00:00-05:00,37.24305593169652,37.43857945480224,36.96252006622574,37.430076599121094,11091000,0.0,0.0
2015-03-03 00:00:00-05:00,37.260072912001775,37.30257747829409,36.699000962537255,36.877525329589844,10058700,0.0,0.0
