Date,Open,High,Low,Close,Adj Close,Volume
11/20/2012,46.509998,47.279999,46.25,47.259998,45.953114,2286400
11/21/2012,47.34,48.900002,47.209999,48.669998,47.324123,1355700
11/23/2012,48.580002,48.82,48.130001,48.490002,47.149101,359000
11/26/2012,48.16,48.360001,47.41,47.68,46.361504,1036900
11/27/2012,47.700001,47.700001,46.32,46.52,45.233582,1742200
11/28/2012,46.400002,46.52,44.709999,45.009998,43.765331,2575900
11/29/2012,45.419998,45.66,42.18,45.099998,43.852844,7738000
11/30/2012,46.02,46.400002,45.509998,45.970001,44.698788,3441100
12/3/2012,46.189999,46.5,45.400002,45.639999,44.377914,2284300
12/4/2012,45.950001,46.68,45.810001,46.549999,45.262749,2584400
12/5/2012,46.610001,47.040001,46.490002,46.560001,45.272476,1449700
12/6/2012,46.32,46.630001,45.689999,46.619999,45.330814,2571000
12/7/2012,47.02,47.450001,46.52,46.790001,45.496117,1343500
12/10/2012,46.5,46.509998,45.330002,45.52,44.261238,2050300
12/11/2012,46.02,46.599998,45.580002,46.310001,45.029388,1972200
12/12/2012,46.630001,46.919998,45.639999,45.68,44.416805,1546400
12/13/2012,45.779999,45.939999,44.810001,45.02,43.775059,1661200
12/14/2012,45,45.310001,43.889999,43.939999,42.724926,1999100
12/17/2012,44.360001,44.360001,42.740002,42.84,41.655342,3472300
12/18/2012,43.59,43.59,42.23,42.5,41.324745,3191100
12/19/2012,42.73,43.200001,35.950001,37.34,36.307434,20706100
12/20/2012,36.959999,37.48,33.049999,33.700001,32.768089,34508700
12/21/2012,33.759998,33.880001,26.030001,27.27,26.5159,43351300
12/24/2012,28.030001,28.25,24.24,26.059999,25.339361,19296200
12/26/2012,26.6,28.35,26.309999,27.41,26.652029,14314400
12/27/2012,27.75,28.73,27.549999,28.299999,27.517416,10743800
12/28/2012,28.690001,30.74,28.610001,29.389999,28.577274,14755700
12/31/2012,30.129999,33.080002,29.780001,32.939999,32.029114,16345500
1/2/2013,33.84,34.549999,31.82,32.200001,31.30957,15843600
1/3/2013,32.459999,37.099998,31.92,36.349998,35.34481,20145500
1/4/2013,36.57,37.400002,35,37,35.976841,14287200
1/7/2013,36.830002,37.860001,35.560001,36.57,35.558727,8922000
1/8/2013,36.32,39.09,36.07,38.349998,37.289505,12093400
1/9/2013,38.139999,41.900002,36.279999,39.950001,38.845264,44725200
1/10/2013,40.369999,42.990002,38.029999,39.240002,38.154892,27509200
1/11/2013,39.220001,40.470001,38.5,40.02,38.913322,6884300
1/14/2013,40.02,44.740002,40,44.080002,42.861057,14266200
1/15/2013,44.349998,46.32,43.400002,46.189999,44.912708,11958600
1/16/2013,46.84,47.16,44.049999,45.060001,43.813957,12734700
1/17/2013,44,44.990002,42.73,43.52,42.31654,11081500
1/18/2013,43.93,44.110001,42.810001,43.5,42.297092,5355800
1/22/2013,43.150002,44.34,43.049999,44.139999,42.919395,4152900
1/23/2013,43.830002,44.200001,41.009998,43.009998,41.820641,6763400
1/24/2013,42.73,43.48,42.369999,43.25,42.054005,3330300
1/25/2013,43.310001,45.700001,43.009998,43.59,42.384602,8898700
1/28/2013,43.439999,44.540001,38.709999,40.02,38.913322,28154100
1/29/2013,40.25,40.580002,38.02,38.669998,37.600655,8529400
1/30/2013,38.849998,38.98,34.700001,37.09,36.06435,17041500
1/31/2013,36.610001,38.549999,36.130001,36.32,35.315636,6123600
2/1/2013,36.389999,36.43,34.799999,35.07,34.100208,7677600
2/4/2013,31.59,35.900002,30.84,35.540001,34.557209,20384300
2/5/2013,35.25,36.950001,34.830002,35.75,34.761406,4678800
2/6/2013,35.919998,36.619999,35.32,35.790001,34.800297,4587700
2/7/2013,35.799999,37.5,35.57,35.919998,34.926701,3655900
2/8/2013,36.009998,36.41,35.360001,35.849998,34.858639,3619400
2/11/2013,35.830002,36.639999,35.740002,36.09,35.092003,3815300
2/12/2013,36.099998,36.419998,35.419998,36,35.00449,3779200
2/13/2013,35.82,36.490002,35.82,36.400002,35.393429,2118500
2/14/2013,36.169998,38.279999,36.169998,38.27,37.21172,7785400
2/15/2013,44.220001,44.93,38.599998,38.740002,37.66872,37932800
2/19/2013,39.060001,40.650002,37.91,39.740002,38.641075,12686400
2/20/2013,39.34,40.84,37.630001,37.779999,36.735264,8820100
2/21/2013,37.540001,37.93,36.25,37.790001,36.744995,4764400
2/22/2013,37.849998,38.200001,36.639999,36.790001,35.772644,4299500
2/25/2013,36.830002,37.16,35.630001,35.630001,34.644722,3138200
2/26/2013,35.759998,36.740002,34.52,36.130001,35.130894,3082400
2/27/2013,36,37.57,35.950001,37.439999,36.404667,2306900
2/28/2013,37.75,40.380001,37.580002,40.290001,39.175861,10460000
3/1/2013,39.709999,41.889999,39.52,40.099998,39.283615,7368500
3/4/2013,40.169998,41.330002,40.119999,41.060001,40.224075,3007600
3/5/2013,41.099998,41.490002,39.619999,40.740002,39.910587,3166600
3/6/2013,40.799999,41.599998,40.689999,41,40.165295,2449100
3/7/2013,41.02,41.689999,40.509998,41,40.165295,4192600
3/8/2013,42,42.169998,40.900002,41.5,40.655121,3141300
