Date,Price,Close,High,Low,Open,Volume
2015-01-02,25.990793228149414,26.310720751145467,25.955631548667114,26.19879480379065,28951268
2015-01-05,25.448997497558594,25.967020824027138,25.40888389832373,25.914029196570382,41196796
2015-01-06,24.85916519165039,25.563152743019266,24.8140996677535,25.50496102571023,57998800
2015-01-07,24.816572189331055,25.120848259997118,24.744761748472268,25.108763979989778,41301082
2015-01-08,24.89482307434082,24.934442241267934,24.316380206189073,24.66255442952079,67071641
2015-01-09,24.572420120239258,25.005754971185773,24.50407639805887,24.997832653749224,41427428
2015-01-12,24.393142700195312,24.562813289440335,24.14601639295262,24.511505767092185,46535413
2015-01-13,24.57291603088379,24.909678951252754,24.38521847443088,24.70464966677946,47409807
2015-01-14,24.80518341064453,24.922059379315137,24.415426985232894,24.497143170797198,44714427
2015-01-15,24.850744247436523,25.043393708490136,24.651161338057467,25.037945457838774,54316718
2015-01-16,25.16225242614746,25.167700677064555,24.762095824627767,24.762592153466528,45965854
2015-01-20,25.10381507873535,25.38114924355188,25.060035843029194,25.306864727336148,44640224
2015-01-21,25.655513763427734,25.71692403692912,25.069146716920944,25.12114758090012,45374234
2015-01-22,26.465234756469727,26.561312280554752,25.737726507076665,25.825877924318387,53538588
2015-01-23,26.740591049194336,26.85053547867908,26.396398321494548,26.524667138290937,45634948
2015-01-26,26.505842208862305,26.693539751571716,26.231480349241778,26.670263445243858,30874534
2015-01-27,25.68473243713379,26.282490412306142,25.662941328538395,26.2463360779983,38080263
2015-01-28,25.257341384887695,25.900661285841142,25.257341384887695,25.890261111938162,33676205
2015-01-29,25.290023803710938,25.311318583234605,24.821525393496646,25.306862990187756,83727244
2015-01-30,26.47167205810547,26.73662641032565,25.53071214525301,25.547551332435358,112127002
2015-02-02,26.17254638671875,26.396394478005192,25.680769763096613,26.333499006636576,56996054
2015-02-03,26.21018409729004,26.416204133332432,25.914029229887618,26.148773823473352,40773638
2015-02-04,25.889265060424805,26.380149379607435,25.815474989182235,26.21018139922066,33273101
2015-02-05,26.127973556518555,26.17353730116767,25.85608575827827,25.940277904604592,36995292
2015-02-06,26.297348022460938,26.604397513315075,26.070031299927916,26.130947142502787,35270570
2015-02-09,26.14035415649414,26.346870513304594,26.05071565746596,26.148772802457223,25355423
