Date,Ticker,ArticleCount,Tone,Polarity,WordCount
2015-02-19,EVR,1,3.47129506008011,5.34045393858478,1.33511348464619
2015-02-19,GOOGL,23,1.072079871143357,5.26247078511701,1.3707900816626215
2015-02-21,GOOGL,13,-2.1164110272929433,7.875496628267068,0.39330702185484484
2015-02-23,GOOGL,1,-1.2326656394453,3.6979969183359,0.0
2015-02-27,EVR,3,-1.264141276863924,5.4136694552300995,2.62616214906291
2015-02-27,GOOGL,11,-0.7280919941244314,5.214361430848886,1.1171783237366382
2015-02-27,SPPI,1,0.863930885529158,2.15982721382289,0.0
2015-02-28,GOOGL,2,-0.764322438486965,7.43300533581042,3.178128577909314
2015-02-28,HLF,1,-0.99009900990099,8.91089108910891,0.0
2015-02-28,WFC,3,0.31628629078538034,6.337466082456977,0.5017649826392997
2015-03-02,GOOGL,33,1.2521037046501151,4.755946317036748,1.0302894365905981
2015-03-02,HLF,1,-0.239234449760766,0.239234449760766,0.239234449760766
2015-03-02,ORCL,1,3.48432055749129,5.57491289198606,0.348432055749129
2015-03-02,WFC,3,1.3282419131291112,4.2440042070167125,0.902706561658522
2015-03-05,GOOGL,16,0.9305399055080746,5.615201570293704,1.34030728385405
2015-03-05,WFC,1,-2.64406779661017,6.44067796610169,0.338983050847458
2015-03-08,GOOGL,4,-1.1767566436010006,6.380973715122763,0.8357830844119061
2015-03-08,WFC,1,-7.13266761768902,9.4151212553495,0.0
2015-03-09,GOOGL,7,-2.2326685550553242,5.961910960713472,1.7761952083875165
2015-03-09,ORCL,2,-0.19213466411189098,4.8422650785386,0.631959073126695
2015-03-09,WFC,1,1.87265917602996,3.74531835205993,0.374531835205993
2015-03-13,GOOGL,10,-0.3181888615639789,6.52436505643075,0.7306886529754087
2015-03-13,WFC,1,-0.425531914893617,4.46808510638298,0.531914893617021
2015-03-16,GOOGL,5,0.6985062482067913,4.399066434599262,2.8223907212901578
2015-03-16,WFC,1,1.98019801980198,3.96039603960396,0.198019801980198
2015-03-18,GOOGL,20,0.6746952436343502,5.656732790882604,1.3273188115443366
2015-03-18,ORCL,5,0.2400570906382368,4.51482103405794,0.752312466164071
2015-03-18,WFC,4,3.3620341352853775,4.10915283201546,0.8716384795184313
2015-03-19,GOOGL,7,0.348687883573798,4.2700023721135585,2.166101380060842
2015-03-19,WFC,1,-7.44186046511628,14.4186046511628,0.232558139534884
2015-03-21,GOOGL,2,-4.033569949719015,6.140934634723455,0.6174208813960365
2015-03-25,GOOGL,21,-0.3731481499826873,6.041578716215486,1.0309331176863767
2015-03-25,ORCL,3,1.6190884566803334,4.53274908560221,1.6727750463376923
2015-03-27,GOOGL,9,1.7494623739748705,4.949987129876798,1.2179899210606655
2015-03-27,WFC,1,0.371747211895911,4.46096654275093,0.185873605947955
2015-03-30,GOOGL,5,0.39122231496301413,7.248388109461667,1.4375150925213855
2015-03-30,ORCL,1,6.46221248630887,6.68127053669222,3.1763417305586
2015-03-30,WFC,1,0.0913242009132418,5.38812785388128,0.091324200913242
2015-04-01,GOOGL,4,0.24248620842547197,5.67632010089664,2.5798459816159998
2015-04-05,GOOGL,23,-1.3510584961712224,6.099349587389997,0.9385466592485276
2015-04-06,GOOGL,11,1.2894577681935198,5.8308443684092595,0.7381271379602609
2015-04-09,GOOGL,15,-1.3128775954087608,6.847687936338021,0.8439495093363362
2015-04-09,WFC,3,-1.0351966873706,4.87537199333292,0.4151839596916957
2015-04-13,GOOGL,13,0.37032311046711974,5.448005645368817,1.325289048206791
2015-04-13,ORCL,1,2.88957688338493,3.30237358101135,0.412796697626419
2015-04-19,GOOGL,4,-2.3448312721964344,6.060046080803918,1.4264197201431132
2015-04-21,GOOGL,31,0.7994680247576141,5.403280380412011,1.252712849321974
2015-04-21,ORCL,3,3.615715931256913,4.77141841274316,0.457879947864342
2015-04-21,WFC,3,1.7497311621343326,3.409936256747489,0.2076843198338527
2015-04-22,GOOGL,51,-0.06252406021237256,4.167680845135794,0.6968750674252342
2015-04-23,GOOGL,22,0.6099821966112207,4.374041909519641,0.5581753844917002
